title_2023,code,type,employment_base_2023,employment_proj_2023,share_base_2023,share_proj_2023,change_numeric_2023,change_percent_2023,self_employed_2023,openings_2023,median_wage_2023,base_year_2023,projection_year_2023,title_2024,employment_base_2024,employment_proj_2024,share_base_2024,share_proj_2024,change_numeric_2024,change_percent_2024,self_employed_2024,openings_2024,median_wage_2024,base_year_2024,projection_year_2024,_merge,employment_base_delta,employment_proj_delta,share_base_delta,share_proj_delta,change_numeric_delta,change_percent_delta,self_employed_delta,openings_delta,median_wage_delta
Other protective service workers,33-9000,Summary,1718.8,1762.9,1.0,1.0,44.1,2.6,0.3,267.8,36920.0,2023,2033,Other protective service workers,1774.8,1792.2,1.0,1.0,17.4,1.0,0.6,269.0,38230.0,2024,2034,both,56.0,29.299999999999955,0.0,0.0,-26.700000000000003,-1.6,0.3,1.1999999999999886,1310.0
Security guards and gambling surveillance officers,33-9030,Summary,1240.7,1267.6,0.7,0.7,26.9,2.2,0.2,162.4,37090.0,2023,2033,Security guards and gambling surveillance officers,1272.4,1277.5,0.7,0.7,5.1,0.4,0.5,162.3,38390.0,2024,2034,both,31.700000000000045,9.900000000000091,0.0,0.0,-21.799999999999997,-1.8000000000000003,0.3,-0.09999999999999432,1300.0
Miscellaneous protective service workers,33-9090,Summary,427.3,441.9,0.3,0.3,14.6,3.4,0.0,100.5,35730.0,2023,2033,Miscellaneous protective service workers,446.6,455.8,0.3,0.3,9.2,2.1,0.0,101.4,37120.0,2024,2034,both,19.30000000000001,13.900000000000034,0.0,0.0,-5.4,-1.2999999999999998,0.0,0.9000000000000057,1390.0
Food preparation and serving related occupations,35-0000,Summary,13580.3,14167.2,8.1,8.1,586.8,4.3,0.6,2683.4,32240.0,2023,2033,Food preparation and serving related occupations,13805.3,14295.3,8.1,8.2,489.9,3.5,0.7,2625.8,34130.0,2024,2034,both,225.0,128.09999999999854,0.0,0.09999999999999964,-96.89999999999998,-0.7999999999999998,0.09999999999999998,-57.59999999999991,1890.0
Supervisors of food preparation and serving workers,35-1000,Summary,1398.5,1490.8,0.8,0.9,92.3,6.6,1.6,211.5,40950.0,2023,2033,Supervisors of food preparation and serving workers,1412.3,1499.3,0.8,0.9,87.0,6.2,2.3,208.3,44140.0,2024,2034,both,13.799999999999955,8.5,0.0,0.0,-5.299999999999997,-0.39999999999999947,0.6999999999999997,-3.1999999999999886,3190.0
Cooks and food preparation workers,35-2000,Summary,3664.1,3789.0,2.2,2.2,125.0,3.4,1.1,596.6,34020.0,2023,2033,Cooks and food preparation workers,3707.8,3807.5,2.2,2.2,99.7,2.7,0.9,580.2,35450.0,2024,2034,both,43.70000000000027,18.5,0.0,0.0,-25.299999999999997,-0.6999999999999997,-0.20000000000000007,-16.399999999999977,1430.0
Cooks,35-2010,Summary,2759.2,2918.2,1.6,1.7,159.0,5.8,1.1,441.4,34320.0,2023,2033,Cooks,2805.1,2935.7,1.7,1.7,130.6,4.7,1.1,432.2,35760.0,2024,2034,both,45.90000000000009,17.5,0.09999999999999987,0.0,-28.400000000000006,-1.0999999999999996,0.0,-9.199999999999989,1440.0
Food and beverage serving workers,35-3000,Summary,7024.8,7338.4,4.2,4.2,313.6,4.5,0.1,1568.6,30160.0,2023,2033,Food and beverage serving workers,7159.6,7429.5,4.2,4.2,269.8,3.8,0.3,1538.6,31470.0,2024,2034,both,134.80000000000018,91.10000000000036,0.0,0.0,-43.80000000000001,-0.7000000000000002,0.19999999999999998,-30.0,1310.0
Other food preparation and serving related workers,35-9000,Summary,1493.0,1548.9,0.9,0.9,56.0,3.7,0.5,306.6,30620.0,2023,2033,Other food preparation and serving related workers,1525.6,1559.0,0.9,0.9,33.4,2.2,0.3,298.7,32680.0,2024,2034,both,32.59999999999991,10.099999999999909,0.0,0.0,-22.6,-1.5,-0.2,-7.900000000000034,2060.0
Building and grounds cleaning and maintenance occupations,37-0000,Summary,5640.5,5817.4,3.4,3.3,176.9,3.1,12.0,786.8,35990.0,2023,2033,Building and grounds cleaning and maintenance occupations,5715.9,5832.9,3.4,3.3,117.1,2.0,13.0,788.7,36790.0,2024,2034,both,75.39999999999964,15.5,0.0,0.0,-59.80000000000001,-1.1,1.0,1.900000000000091,800.0
Supervisors of building and grounds cleaning and maintenance workers,37-1000,Summary,464.0,481.6,0.3,0.3,17.6,3.8,34.0,54.0,49310.0,2023,2033,Supervisors of building and grounds cleaning and maintenance workers,494.5,506.4,0.3,0.3,11.9,2.4,37.7,56.3,49990.0,2024,2034,both,30.5,24.799999999999955,0.0,0.0,-5.700000000000001,-1.4,3.700000000000003,2.299999999999997,680.0
Building cleaning and pest control workers,37-2000,Summary,3880.4,3974.4,2.3,2.3,94.1,2.4,6.6,556.2,34780.0,2023,2033,Building cleaning and pest control workers,3924.9,3984.2,2.3,2.3,59.3,1.5,7.9,560.8,35750.0,2024,2034,both,44.5,9.799999999999727,0.0,0.0,-34.8,-0.8999999999999999,1.3000000000000007,4.599999999999909,970.0
Building cleaning workers,37-2010,Summary,3782.2,3869.3,2.3,2.2,87.2,2.3,6.7,543.1,34600.0,2023,2033,Building cleaning workers,3822.5,3876.8,2.2,2.2,54.2,1.4,8.1,547.4,35630.0,2024,2034,both,40.30000000000018,7.5,-0.09999999999999964,0.0,-33.0,-0.8999999999999999,1.3999999999999995,4.2999999999999545,1030.0
Grounds maintenance workers,37-3000,Summary,1296.1,1361.4,0.8,0.8,65.2,5.0,20.4,176.6,37690.0,2023,2033,Grounds maintenance workers,1296.4,1342.3,0.8,0.8,45.9,3.5,19.0,171.6,38470.0,2024,2034,both,0.3000000000001819,-19.100000000000136,0.0,0.0,-19.300000000000004,-1.5,-1.3999999999999986,-5.0,780.0
Personal care and service occupations,39-0000,Summary,4346.2,4622.3,2.6,2.6,276.1,6.4,21.6,794.5,34260.0,2023,2033,Personal care and service occupations,4464.1,4650.6,2.6,2.7,186.5,4.2,20.7,772.4,35110.0,2024,2034,both,117.90000000000055,28.300000000000182,0.0,0.10000000000000009,-89.60000000000002,-2.2,-0.9000000000000021,-22.100000000000023,850.0
Supervisors of personal care and service workers,39-1000,Summary,312.4,341.1,0.2,0.2,28.7,9.2,26.6,36.4,47550.0,2023,2033,Supervisors of personal care and service workers,304.9,323.4,0.2,0.2,18.5,6.1,22.8,33.1,48050.0,2024,2034,both,-7.5,-17.700000000000045,0.0,0.0,-10.2,-3.0999999999999996,-3.8000000000000007,-3.299999999999997,500.0
First-line supervisors of entertainment and recreation workers,39-1010,Summary,156.5,169.4,0.1,0.1,12.9,8.3,24.7,18.0,48430.0,2023,2033,First-line supervisors of entertainment and recreation workers,155.8,164.3,0.1,0.1,8.5,5.4,21.0,16.8,49100.0,2024,2034,both,-0.6999999999999886,-5.099999999999994,0.0,0.0,-4.4,-2.9000000000000004,-3.6999999999999993,-1.1999999999999993,670.0
Animal care and service workers,39-2000,Summary,422.5,486.8,0.3,0.3,64.3,15.2,25.0,84.5,31830.0,2023,2033,Animal care and service workers,439.4,489.4,0.3,0.3,50.0,11.4,26.7,81.7,33860.0,2024,2034,both,16.899999999999977,2.599999999999966,0.0,0.0,-14.299999999999997,-3.799999999999999,1.6999999999999993,-2.799999999999997,2030.0
Entertainment attendants and related workers,39-3000,Summary,644.5,669.7,0.4,0.4,25.1,3.9,1.5,169.6,29840.0,2023,2033,Entertainment attendants and related workers,659.8,674.8,0.4,0.4,15.0,2.3,1.4,159.8,31200.0,2024,2034,both,15.299999999999955,5.099999999999909,0.0,0.0,-10.100000000000001,-1.6,-0.10000000000000009,-9.799999999999983,1360.0
Gambling services workers,39-3010,Summary,110.9,113.9,0.1,0.1,3.0,2.7,4.1,19.0,32240.0,2023,2033,Gambling services workers,113.0,111.8,0.1,0.1,-1.2,-1.0,3.9,17.9,33280.0,2024,2034,both,2.0999999999999943,-2.1000000000000085,0.0,0.0,-4.2,-3.7,-0.19999999999999973,-1.1000000000000014,1040.0
Miscellaneous entertainment attendants and related workers,39-3090,Summary,411.4,430.6,0.2,0.2,19.2,4.7,1.3,116.3,29560.0,2023,2033,Miscellaneous entertainment attendants and related workers,423.1,438.0,0.2,0.3,14.9,3.5,1.1,110.6,31020.0,2024,2034,both,11.700000000000045,7.399999999999977,0.0,0.09999999999999998,-4.299999999999999,-1.2000000000000002,-0.19999999999999996,-5.700000000000003,1460.0
Funeral service workers,39-4000,Summary,64.8,66.9,0.0,0.0,2.1,3.3,1.3,9.3,38080.0,2023,2033,Funeral service workers,66.8,68.8,0.0,0.0,2.0,3.0,4.9,10.1,39170.0,2024,2034,both,2.0,1.8999999999999915,0.0,0.0,-0.10000000000000009,-0.2999999999999998,3.6000000000000005,0.7999999999999989,1090.0
Embalmers and crematory operators,39-4010,Summary,6.7,6.9,0.0,0.0,0.2,2.9,,1.1,47830.0,2023,2033,Embalmers and crematory operators,6.8,6.9,0.0,0.0,0.2,2.2,4.8,1.2,48610.0,2024,2034,both,0.09999999999999964,0.0,0.0,0.0,0.0,-0.6999999999999997,,0.09999999999999987,780.0
Personal appearance workers,39-5000,Summary,964.7,1045.4,0.6,0.6,80.8,8.4,44.7,132.9,34930.0,2023,2033,Personal appearance workers,984.2,1042.4,0.6,0.6,58.2,5.9,43.5,127.3,35310.0,2024,2034,both,19.5,-3.0,0.0,0.0,-22.599999999999994,-2.5,-1.2000000000000028,-5.6000000000000085,380.0
"Barbers, hairdressers, hairstylists and cosmetologists",39-5010,Summary,649.4,694.8,0.4,0.4,45.3,7.0,52.0,89.1,35080.0,2023,2033,"Barbers, hairdressers, hairstylists and cosmetologists",651.2,686.6,0.4,0.4,35.3,5.4,50.8,84.2,35420.0,2024,2034,both,1.8000000000000682,-8.199999999999932,0.0,0.0,-10.0,-1.5999999999999996,-1.2000000000000028,-4.8999999999999915,340.0
Miscellaneous personal appearance workers,39-5090,Summary,315.2,350.7,0.2,0.2,35.5,11.2,29.6,43.9,34810.0,2023,2033,Miscellaneous personal appearance workers,333.0,355.8,0.2,0.2,22.8,6.9,29.3,43.1,35260.0,2024,2034,both,17.80000000000001,5.100000000000023,0.0,0.0,-12.7,-4.299999999999999,-0.3000000000000007,-0.7999999999999972,450.0
"Baggage porters, bellhops, and concierges",39-6000,Summary,71.3,73.7,0.0,0.0,2.4,3.3,,11.2,36260.0,2023,2033,"Baggage porters, bellhops, and concierges",78.1,78.6,0.0,0.0,0.5,0.7,,11.5,36810.0,2024,2034,both,6.799999999999997,4.8999999999999915,0.0,0.0,-1.9,-2.5999999999999996,,0.3000000000000007,550.0
Tour and travel guides,39-7000,Summary,56.3,61.7,0.0,0.0,5.3,9.5,12.7,14.2,36060.0,2023,2033,Tour and travel guides,55.8,60.3,0.0,0.0,4.5,8.1,9.8,13.0,36660.0,2024,2034,both,-0.5,-1.4000000000000057,0.0,0.0,-0.7999999999999998,-1.4000000000000004,-2.8999999999999986,-1.1999999999999993,600.0
Other personal care and service workers,39-9000,Summary,1809.7,1877.0,1.1,1.1,67.3,3.7,16.7,336.4,34690.0,2023,2033,Other personal care and service workers,1875.1,1912.9,1.1,1.1,37.8,2.0,15.6,336.0,35550.0,2024,2034,both,65.39999999999986,35.90000000000009,0.0,0.0,-29.5,-1.7000000000000002,-1.0999999999999996,-0.39999999999997726,860.0
Recreation and fitness workers,39-9030,Summary,650.1,714.2,0.4,0.4,64.0,9.9,8.6,137.4,37000.0,2023,2033,Recreation and fitness workers,697.8,755.3,0.4,0.4,57.5,8.2,7.8,142.2,37420.0,2024,2034,both,47.69999999999993,41.09999999999991,0.0,0.0,-6.5,-1.700000000000001,-0.7999999999999998,4.799999999999983,420.0
Sales and related occupations,41-0000,Summary,14609.5,14319.5,8.7,8.2,-290.0,-2.0,7.4,1817.3,36760.0,2023,2033,Sales and related occupations,14532.6,14234.8,8.6,8.1,-297.8,-2.0,7.7,1786.8,37460.0,2024,2034,both,-76.89999999999964,-84.70000000000073,-0.09999999999999964,-0.09999999999999964,-7.800000000000011,0.0,0.2999999999999998,-30.5,700.0
Supervisors of sales workers,41-1000,Summary,1755.1,1668.7,1.0,1.0,-86.4,-4.9,24.4,152.3,49020.0,2023,2033,Supervisors of sales workers,1752.6,1680.3,1.0,1.0,-72.3,-4.1,23.8,149.9,49510.0,2024,2034,both,-2.5,11.599999999999909,0.0,0.0,14.100000000000009,0.8000000000000007,-0.5999999999999979,-2.4000000000000057,490.0
Retail sales workers,41-2000,Summary,7841.8,7512.8,4.7,4.3,-329.0,-4.2,2.0,1197.9,31940.0,2023,2033,Retail sales workers,7796.8,7483.8,4.6,4.3,-313.0,-4.0,2.2,1178.6,33690.0,2024,2034,both,-45.0,-29.0,-0.10000000000000053,0.0,16.0,0.20000000000000018,0.20000000000000018,-19.300000000000182,1750.0
Cashiers,41-2010,Summary,3360.2,3006.2,2.0,1.7,-354.0,-10.5,0.4,569.5,29740.0,2023,2033,Cashiers,3179.8,2864.7,1.9,1.6,-315.1,-9.9,0.2,546.7,31200.0,2024,2034,both,-180.39999999999964,-141.5,-0.10000000000000009,-0.09999999999999987,38.89999999999998,0.5999999999999996,-0.2,-22.799999999999955,1460.0
Counter and rental clerks and parts salespersons,41-2020,Summary,671.5,692.0,0.4,0.4,20.4,3.0,0.4,75.9,37200.0,2023,2033,Counter and rental clerks and parts salespersons,680.3,701.9,0.4,0.4,21.6,3.2,1.2,76.1,38100.0,2024,2034,both,8.799999999999955,9.899999999999977,0.0,0.0,1.2000000000000028,0.20000000000000018,0.7999999999999999,0.19999999999998863,900.0
"Sales representatives, services",41-3000,Summary,2412.3,2518.8,1.4,1.4,106.6,4.4,4.7,224.3,63150.0,2023,2033,"Sales representatives, services",2479.4,2550.3,1.5,1.5,70.9,2.9,5.8,224.6,64200.0,2024,2034,both,67.09999999999991,31.5,0.10000000000000009,0.10000000000000009,-35.69999999999999,-1.5000000000000004,1.0999999999999996,0.29999999999998295,1050.0
"Sales representatives, wholesale and manufacturing",41-4000,Summary,1681.4,1701.4,1.0,1.0,20.0,1.2,2.9,149.9,73080.0,2023,2033,"Sales representatives, wholesale and manufacturing",1613.6,1623.8,0.9,0.9,10.1,0.6,2.1,142.1,74100.0,2024,2034,both,-67.80000000000018,-77.60000000000014,-0.09999999999999998,-0.09999999999999998,-9.9,-0.6,-0.7999999999999998,-7.800000000000011,1020.0
Other sales and related workers,41-9000,Summary,918.9,917.8,0.5,0.5,-1.1,-0.1,37.1,92.9,47990.0,2023,2033,Other sales and related workers,890.1,896.6,0.5,0.5,6.5,0.7,38.4,91.6,49720.0,2024,2034,both,-28.799999999999955,-21.199999999999932,0.0,0.0,7.6,0.7999999999999999,1.2999999999999972,-1.3000000000000114,1730.0
"Models, demonstrators, and product promoters",41-9010,Summary,60.1,62.8,0.0,0.0,2.7,4.6,7.7,11.3,37190.0,2023,2033,"Models, demonstrators, and product promoters",85.9,85.7,0.1,0.0,-0.1,-0.2,18.1,15.2,38760.0,2024,2034,both,25.800000000000004,22.900000000000006,0.1,0.0,-2.8000000000000003,-4.8,10.400000000000002,3.8999999999999986,1570.0
Real estate brokers and sales agents,41-9020,Summary,544.4,554.5,0.3,0.3,10.1,1.9,53.1,46.0,56620.0,2023,2033,Real estate brokers and sales agents,532.2,548.7,0.3,0.3,16.5,3.1,53.9,46.3,58960.0,2024,2034,both,-12.199999999999932,-5.7999999999999545,0.0,0.0,6.4,1.2000000000000002,0.7999999999999972,0.29999999999999716,2340.0
Miscellaneous sales and related workers,41-9090,Summary,169.7,170.3,0.1,0.1,0.6,0.3,25.9,21.9,44100.0,2023,2033,Miscellaneous sales and related workers,147.8,149.8,0.1,0.1,2.0,1.3,26.3,18.7,46000.0,2024,2034,both,-21.899999999999977,-20.5,0.0,0.0,1.4,1.0,0.40000000000000213,-3.1999999999999993,1900.0
Office and administrative support occupations,43-0000,Summary,19671.9,18975.6,11.7,10.9,-696.3,-3.5,2.0,2073.7,44480.0,2023,2033,Office and administrative support occupations,19325.2,18563.3,11.4,10.6,-761.9,-3.9,2.2,1996.8,46320.0,2024,2034,both,-346.7000000000007,-412.2999999999993,-0.29999999999999893,-0.3000000000000007,-65.60000000000002,-0.3999999999999999,0.20000000000000018,-76.89999999999986,1840.0
Supervisors of office and administrative support workers,43-1000,Summary,1570.5,1501.4,0.9,0.9,-69.1,-4.4,0.7,138.1,63450.0,2023,2033,Supervisors of office and administrative support workers,1558.4,1554.4,0.9,0.9,-3.9,-0.3,0.7,144.5,66140.0,2024,2034,both,-12.099999999999909,53.0,0.0,0.0,65.19999999999999,4.1000000000000005,0.0,6.400000000000006,2690.0
Communications equipment operators,43-2000,Summary,51.1,38.6,0.0,0.0,-12.5,-24.5,,3.3,37030.0,2023,2033,Communications equipment operators,42.1,31.4,0.0,0.0,-10.7,-25.4,,3.2,38600.0,2024,2034,both,-9.0,-7.200000000000003,0.0,0.0,1.8000000000000007,-0.8999999999999986,,-0.09999999999999964,1570.0
Financial clerks,43-3000,Summary,2942.6,2763.0,1.8,1.6,-179.5,-6.1,3.2,289.0,45790.0,2023,2033,Financial clerks,2833.6,2642.5,1.7,1.5,-191.1,-6.7,3.2,278.6,47370.0,2024,2034,both,-109.0,-120.5,-0.10000000000000009,-0.10000000000000009,-11.599999999999994,-0.6000000000000005,0.0,-10.399999999999977,1580.0
Information and record clerks,43-4000,Summary,5764.4,5576.9,3.4,3.2,-187.5,-3.3,0.9,698.3,39030.0,2023,2033,Information and record clerks,5511.6,5304.2,3.2,3.0,-207.4,-3.8,0.8,653.0,41600.0,2024,2034,both,-252.79999999999927,-272.6999999999998,-0.19999999999999973,-0.20000000000000018,-19.900000000000006,-0.5,-0.09999999999999998,-45.299999999999955,2570.0
"Material recording, scheduling, dispatching, and distributing workers",43-5000,Summary,2472.9,2436.9,1.5,1.4,-36.0,-1.5,6.6,224.3,46590.0,2023,2033,"Material recording, scheduling, dispatching, and distributing workers",2492.6,2422.1,1.5,1.4,-70.6,-2.8,7.5,210.5,48090.0,2024,2034,both,19.699999999999818,-14.800000000000182,0.0,0.0,-34.599999999999994,-1.2999999999999998,0.9000000000000004,-13.800000000000011,1500.0
Dispatchers,43-5030,Summary,318.1,322.6,0.2,0.2,4.5,1.4,1.5,31.1,47530.0,2023,2033,Dispatchers,323.9,325.5,0.2,0.2,1.6,0.5,1.8,29.2,49500.0,2024,2034,both,5.7999999999999545,2.8999999999999773,0.0,0.0,-2.9,-0.8999999999999999,0.30000000000000004,-1.9000000000000021,1970.0
Postal service workers,43-5050,Summary,502.6,482.0,0.3,0.3,-20.5,-4.1,,35.8,56510.0,2023,2033,Postal service workers,500.0,477.1,0.3,0.3,-22.9,-4.6,,34.5,57870.0,2024,2034,both,-2.6000000000000227,-4.899999999999977,0.0,0.0,-2.3999999999999986,-0.5,,-1.2999999999999972,1360.0
Secretaries and administrative assistants,43-6000,Summary,3421.4,3449.8,2.0,2.0,28.4,0.8,0.9,367.5,46010.0,2023,2033,Secretaries and administrative assistants,3453.1,3440.8,2.0,2.0,-12.4,-0.4,1.1,358.3,47460.0,2024,2034,both,31.699999999999818,-9.0,0.0,0.0,-40.8,-1.2000000000000002,0.20000000000000007,-9.199999999999989,1450.0
Other office and administrative support workers,43-9000,Summary,3449.0,3209.0,2.1,1.8,-240.1,-7.0,1.3,353.2,40950.0,2023,2033,Other office and administrative support workers,3433.7,3167.9,2.0,1.8,-265.8,-7.7,1.4,348.7,44030.0,2024,2034,both,-15.300000000000182,-41.09999999999991,-0.10000000000000009,0.0,-25.700000000000017,-0.7000000000000002,0.09999999999999987,-4.5,3080.0
Data entry and information processing workers,43-9020,Summary,203.8,147.6,0.1,0.1,-56.2,-27.6,3.0,13.8,38970.0,2023,2033,Data entry and information processing workers,181.7,130.5,0.1,0.1,-51.2,-28.2,3.3,11.8,41480.0,2024,2034,both,-22.100000000000023,-17.099999999999994,0.0,0.0,5.0,-0.5999999999999979,0.2999999999999998,-2.0,2510.0
"Farming, fishing, and forestry occupations",45-0000,Summary,982.9,964.5,0.6,0.6,-18.4,-1.9,8.2,145.2,35520.0,2023,2033,"Farming, fishing, and forestry occupations",1008.5,983.3,0.6,0.6,-25.2,-2.5,8.4,142.8,36750.0,2024,2034,both,25.600000000000023,18.799999999999955,0.0,0.0,-6.800000000000001,-0.6000000000000001,0.20000000000000107,-2.3999999999999773,1230.0
"Supervisors of farming, fishing, and forestry workers",45-1000,Summary,68.9,71.0,0.0,0.0,2.1,3.1,8.8,9.8,57320.0,2023,2033,"Supervisors of farming, fishing, and forestry workers",65.4,67.0,0.0,0.0,1.6,2.5,11.4,8.5,59330.0,2024,2034,both,-3.5,-4.0,0.0,0.0,-0.5,-0.6000000000000001,2.5999999999999996,-1.3000000000000007,2010.0
Agricultural workers,45-2000,Summary,827.9,810.1,0.5,0.5,-17.8,-2.1,6.0,123.1,34910.0,2023,2033,Agricultural workers,866.2,841.8,0.5,0.5,-24.3,-2.8,5.8,123.5,36020.0,2024,2034,both,38.30000000000007,31.699999999999932,0.0,0.0,-6.5,-0.6999999999999997,-0.20000000000000018,0.4000000000000057,1110.0
Miscellaneous agricultural workers,45-2090,Summary,775.7,758.7,0.5,0.4,-16.9,-2.2,6.4,115.3,34790.0,2023,2033,Miscellaneous agricultural workers,804.7,782.1,0.5,0.4,-22.6,-2.8,6.3,115.0,35960.0,2024,2034,both,29.0,23.399999999999977,0.0,0.0,-5.700000000000003,-0.5999999999999996,-0.10000000000000053,-0.29999999999999716,1170.0
Fishing and hunting workers,45-3000,Summary,25.5,25.3,0.0,0.0,-0.2,-0.7,36.8,3.5,,2023,2033,Fishing and hunting workers,21.9,20.9,0.0,0.0,-1.0,-4.6,57.1,2.8,,2024,2034,both,-3.6000000000000014,-4.400000000000002,0.0,0.0,-0.8,-3.8999999999999995,20.300000000000004,-0.7000000000000002,
"Forest, conservation, and logging workers",45-4000,Summary,60.7,58.1,0.0,0.0,-2.6,-4.3,26.1,8.8,46910.0,2023,2033,"Forest, conservation, and logging workers",55.0,53.5,0.0,0.0,-1.5,-2.8,26.3,8.0,48390.0,2024,2034,both,-5.700000000000003,-4.600000000000001,0.0,0.0,1.1,1.5,0.1999999999999993,-0.8000000000000007,1480.0
Logging workers,45-4020,Summary,49.8,47.6,0.0,0.0,-2.2,-4.4,30.4,6.7,48910.0,2023,2033,Logging workers,44.3,43.3,0.0,0.0,-1.0,-2.3,29.0,6.0,49540.0,2024,2034,both,-5.5,-4.300000000000004,0.0,0.0,1.2000000000000002,2.1000000000000005,-1.3999999999999986,-0.7000000000000002,630.0
Construction and extraction occupations,47-0000,Summary,7338.3,7752.3,4.4,4.4,414.0,5.6,13.9,663.5,55680.0,2023,2033,Construction and extraction occupations,7574.7,7968.8,4.5,4.5,394.1,5.2,15.1,649.3,58360.0,2024,2034,both,236.39999999999964,216.5,0.09999999999999964,0.09999999999999964,-19.899999999999977,-0.39999999999999947,1.1999999999999993,-14.200000000000045,2680.0
Supervisors of construction and extraction workers,47-1000,Summary,853.2,903.4,0.5,0.5,50.3,5.9,7.6,72.0,76760.0,2023,2033,Supervisors of construction and extraction workers,921.6,970.6,0.5,0.6,49.0,5.3,11.5,74.4,78690.0,2024,2034,both,68.39999999999998,67.20000000000005,0.0,0.09999999999999998,-1.2999999999999972,-0.6000000000000005,3.9000000000000004,2.4000000000000057,1930.0
Construction trades workers,47-2000,Summary,5582.4,5926.1,3.3,3.4,343.7,6.2,16.7,501.1,52000.0,2023,2033,Construction trades workers,5752.6,6084.4,3.4,3.5,331.9,5.8,17.6,491.2,56490.0,2024,2034,both,170.20000000000073,158.29999999999927,0.10000000000000009,0.10000000000000009,-11.800000000000011,-0.40000000000000036,0.9000000000000021,-9.900000000000034,4490.0
"Brickmasons, blockmasons, and stonemasons",47-2020,Summary,85.0,86.9,0.1,0.0,1.9,2.3,19.4,6.5,58810.0,2023,2033,"Brickmasons, blockmasons, and stonemasons",86.2,88.2,0.1,0.1,2.0,2.3,27.1,6.4,60180.0,2024,2034,both,1.2000000000000028,1.2999999999999972,0.0,0.1,0.10000000000000009,0.0,7.700000000000003,-0.09999999999999964,1370.0
"Carpet, floor, and tile installers and finishers",47-2040,Summary,115.4,122.8,0.1,0.1,7.5,6.5,24.3,9.2,48690.0,2023,2033,"Carpet, floor, and tile installers and finishers",112.3,119.0,0.1,0.1,6.7,6.0,25.7,8.4,52000.0,2024,2034,both,-3.1000000000000085,-3.799999999999997,0.0,0.0,-0.7999999999999998,-0.5,1.3999999999999986,-0.7999999999999989,3310.0
"Cement masons, concrete finishers, and terrazzo workers",47-2050,Summary,213.3,211.7,0.1,0.1,-1.6,-0.7,3.2,15.3,50710.0,2023,2033,"Cement masons, concrete finishers, and terrazzo workers",208.2,211.8,0.1,0.1,3.6,1.7,1.0,14.3,54700.0,2024,2034,both,-5.100000000000023,0.10000000000002274,0.0,0.0,5.2,2.4,-2.2,-1.0,3990.0
